order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00002701,CUST000220,PROD00019,2026-06-10 18:00:07,4,1498.6,refunded
ORD00002702,CUST000333,PROD00024,2026-06-10 15:03:45,1,27.77,delivered
ORD00002703,CUST000434,PROD00035,2026-06-10 22:09:19,1,131.39,shipped
ORD00002704,CUST000259,PROD00048,2026-06-10 02:27:55,2,302.28,delivered
ORD00002705,CUST000115,PROD00017,2026-06-10 11:46:56,4,484.84,shipped
ORD00002706,CUST000091,PROD00049,2026-06-10 11:39:08,4,1323.28,shipped
ORD00002707,CUST000220,PROD00004,2026-06-10 22:46:39,2,530.7,placed
ORD00002708,CUST000382,PROD00058,2026-06-10 13:43:10,3,937.02,placed
ORD00002709,CUST000124,PROD00055,2026-06-10 19:40:41,2,777.98,shipped
ORD00002710,CUST000126,PROD00020,2026-06-10 13:05:28,5,2446.4,placed
ORD00002711,CUST000394,PROD00021,2026-06-10 01:57:05,4,1274.84,placed
ORD00002712,CUST000163,PROD00056,2026-06-10 17:07:50,3,916.5,delivered
ORD00002713,CUST000481,PROD00041,2026-06-10 14:39:07,2,642.54,placed
ORD00002714,CUST000279,PROD00001,2026-06-10 06:03:02,2,965.7,cancelled
ORD00002715,CUST000347,PROD00048,2026-06-10 16:53:35,2,302.28,placed
ORD00002716,CUST000057,PROD00043,2026-06-10 14:11:16,5,2117.15,delivered
ORD00002717,CUST000367,PROD00060,2026-06-10 23:00:29,5,1656.45,placed
ORD00002718,CUST000479,PROD00030,2026-06-10 17:31:38,3,132.27,placed
ORD00002719,CUST000413,PROD00012,2026-06-10 23:01:55,2,677.62,placed
ORD00002720,CUST000108,PROD00044,2026-06-10 12:32:39,5,2498.45,shipped
ORD00002721,CUST000143,PROD00031,2026-06-10 16:09:42,5,971.8,delivered
ORD00002722,CUST000356,PROD00012,2026-06-10 19:10:23,4,1355.24,placed
ORD00002723,CUST000445,PROD00013,2026-06-10 22:14:06,1,193.1,placed
ORD00002724,CUST000371,PROD00037,2026-06-10 03:17:12,3,1353.3,delivered
ORD00002725,CUST000365,PROD00012,2026-06-10 05:04:44,2,677.62,shipped
ORD00002726,CUST000357,PROD00001,2026-06-10 06:45:04,4,1931.4,placed
ORD00002727,CUST000351,PROD00038,2026-06-10 03:27:04,3,826.71,cancelled
ORD00002728,CUST000185,PROD00018,2026-06-10 13:24:01,3,1382.58,placed
ORD00002729,CUST000432,PROD00035,2026-06-10 05:58:40,5,656.95,placed
ORD00002730,CUST000460,PROD00034,2026-06-10 03:06:51,2,641.52,placed
ORD00002731,CUST000002,PROD00004,2026-06-10 12:38:22,2,530.7,placed
ORD00002732,CUST000015,PROD00013,2026-06-10 18:23:22,2,386.2,placed
ORD00002733,CUST000244,PROD00013,2026-06-10 11:01:23,3,579.3,delivered
ORD00002734,CUST000005,PROD00020,2026-06-10 21:06:05,4,1957.12,delivered
ORD00002735,CUST000280,PROD00025,2026-06-10 16:07:48,3,98.34,placed
ORD00002736,CUST000425,PROD00051,2026-06-10 21:16:14,5,1722.35,shipped
ORD00002737,CUST000335,PROD00009,2026-06-10 07:05:19,1,172.59,placed
ORD00002738,CUST000379,PROD00051,2026-06-10 02:10:22,3,1033.41,shipped
ORD00002739,CUST000089,PROD00055,2026-06-10 14:50:48,5,1944.95,cancelled
ORD00002740,CUST000161,PROD00025,2026-06-10 22:45:34,3,98.34,placed
ORD00002741,CUST000225,PROD00025,2026-06-10 19:04:22,1,32.78,delivered
ORD00002742,CUST000483,PROD00035,2026-06-10 07:40:43,2,262.78,placed
ORD00002743,CUST000088,PROD00055,2026-06-10 19:49:12,3,1166.97,placed
