order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00002401,CUST000294,PROD00002,2026-06-09 01:15:24,2,871.0,placed
ORD00002402,CUST000439,PROD00050,2026-06-09 11:45:35,1,9.01,shipped
ORD00002403,CUST000279,PROD00033,2026-06-09 11:30:26,1,75.84,placed
ORD00002404,CUST000311,PROD00015,2026-06-09 10:21:21,2,493.06,placed
ORD00002405,CUST000187,PROD00047,2026-06-09 08:09:55,2,579.06,refunded
ORD00002406,CUST000104,PROD00049,2026-06-09 00:14:13,2,661.64,placed
ORD00002407,CUST000363,PROD00050,2026-06-09 11:01:09,3,27.03,placed
ORD00002408,CUST000359,PROD00056,2026-06-09 00:06:19,1,305.5,shipped
ORD00002409,CUST000277,PROD00058,2026-06-09 04:21:05,3,937.02,placed
ORD00002410,CUST000135,PROD00015,2026-06-09 16:20:47,4,986.12,placed
ORD00002411,CUST000332,PROD00010,2026-06-09 16:50:10,1,201.75,placed
ORD00002412,CUST000495,PROD00048,2026-06-09 16:03:01,3,453.42,placed
ORD00002413,CUST000420,PROD00012,2026-06-09 22:39:39,3,1016.43,placed
ORD00002414,CUST000461,PROD00044,2026-06-09 07:43:29,2,999.38,cancelled
ORD00002415,CUST000322,PROD00053,2026-06-09 17:08:15,5,1869.3,placed
ORD00002416,CUST000329,PROD00054,2026-06-09 13:37:15,5,2262.8,placed
ORD00002417,CUST000056,PROD00030,2026-06-09 22:01:55,4,176.36,placed
ORD00002418,CUST000019,PROD00023,2026-06-09 03:26:12,5,1742.65,placed
ORD00002419,CUST000379,PROD00016,2026-06-09 08:42:03,5,113.85,placed
ORD00002420,CUST000360,PROD00005,2026-06-09 12:38:23,1,12.6,shipped
ORD00002421,CUST000457,PROD00053,2026-06-09 03:03:25,5,1869.3,delivered
ORD00002422,CUST000311,PROD00050,2026-06-09 06:53:19,5,45.05,placed
ORD00002423,CUST000334,PROD00005,2026-06-09 21:26:22,4,50.4,placed
ORD00002424,CUST000456,PROD00025,2026-06-09 23:25:55,3,98.34,placed
ORD00002425,CUST000266,PROD00039,2026-06-09 10:55:18,3,670.98,placed
ORD00002426,CUST000180,PROD00046,2026-06-09 12:55:23,3,581.34,delivered
ORD00002427,CUST000379,PROD00022,2026-06-09 07:22:39,5,273.75,cancelled
ORD00002428,CUST000189,PROD00030,2026-06-09 18:06:43,1,44.09,delivered
ORD00002429,CUST000196,PROD00056,2026-06-09 00:14:39,3,916.5,shipped
ORD00002430,CUST000201,PROD00012,2026-06-09 17:04:29,1,338.81,shipped
ORD00002431,CUST000332,PROD00021,2026-06-09 05:21:34,4,1274.84,shipped
ORD00002432,CUST000370,PROD00012,2026-06-09 04:01:44,4,1355.24,shipped
ORD00002433,CUST000420,PROD00011,2026-06-09 00:56:56,4,1706.48,delivered
ORD00002434,CUST000478,PROD00054,2026-06-09 02:21:40,4,1810.24,placed
ORD00002435,CUST000224,PROD00033,2026-06-09 04:16:46,1,75.84,placed
ORD00002436,CUST000311,PROD00057,2026-06-09 15:52:28,2,226.82,delivered
ORD00002437,CUST000301,PROD00042,2026-06-09 21:27:55,1,346.71,placed
ORD00002438,CUST000293,PROD00001,2026-06-09 02:26:53,5,2414.25,shipped
ORD00002439,CUST000026,PROD00004,2026-06-09 04:56:57,2,530.7,placed
ORD00002440,CUST000208,PROD00043,2026-06-09 19:12:04,2,846.86,placed
ORD00002441,CUST000476,PROD00055,2026-06-09 16:48:53,5,1944.95,placed
ORD00002442,CUST000252,PROD00055,2026-06-09 01:48:41,4,1555.96,placed
ORD00002443,CUST000344,PROD00038,2026-06-09 04:53:00,4,1102.28,shipped
ORD00002444,CUST000260,PROD00009,2026-06-09 03:49:46,1,172.59,shipped
ORD00002445,CUST000219,PROD00042,2026-06-09 14:36:30,5,1733.55,placed
ORD00002446,CUST000015,PROD00032,2026-06-09 07:21:53,4,496.84,shipped
ORD00002447,CUST000493,PROD00039,2026-06-09 14:12:43,3,670.98,shipped
ORD00002448,CUST000289,PROD00044,2026-06-09 21:35:05,1,499.69,delivered
ORD00002449,CUST000077,PROD00003,2026-06-09 04:22:25,3,1269.87,refunded
ORD00002450,CUST000189,PROD00026,2026-06-09 20:42:51,2,381.1,cancelled
ORD00002451,CUST000340,PROD00030,2026-06-09 19:19:12,3,132.27,delivered
ORD00002452,CUST000313,PROD00012,2026-06-09 01:38:03,3,1016.43,placed
ORD00002453,CUST000183,PROD00007,2026-06-09 17:00:07,4,1940.52,shipped
ORD00002454,CUST000451,PROD00052,2026-06-09 15:08:54,5,2434.65,shipped
ORD00002455,CUST000097,PROD00024,2026-06-09 04:23:33,5,138.85,shipped
ORD00002456,CUST000375,PROD00008,2026-06-09 18:04:55,4,949.6,placed
ORD00002457,CUST000231,PROD00019,2026-06-09 16:25:30,4,1498.6,shipped
ORD00002458,CUST000192,PROD00056,2026-06-09 22:40:51,5,1527.5,shipped
ORD00002459,CUST000484,PROD00022,2026-06-09 11:10:25,5,273.75,placed
ORD00002460,CUST000121,PROD00024,2026-06-09 22:00:21,4,111.08,shipped
ORD00002461,CUST000241,PROD00049,2026-06-09 06:27:37,1,330.82,placed
ORD00002462,CUST000396,PROD00003,2026-06-09 22:16:08,1,423.29,placed
ORD00002463,CUST000357,PROD00025,2026-06-09 15:30:08,3,98.34,shipped
ORD00002464,CUST000064,PROD00010,2026-06-09 17:52:23,4,807.0,placed
ORD00002465,CUST000046,PROD00037,2026-06-09 21:18:32,4,1804.4,shipped
ORD00002466,CUST000108,PROD00024,2026-06-09 01:22:04,2,55.54,placed
ORD00002467,CUST000040,PROD00016,2026-06-09 17:25:03,5,113.85,shipped
ORD00002468,CUST000021,PROD00021,2026-06-09 19:18:36,4,1274.84,placed
ORD00002469,CUST000409,PROD00048,2026-06-09 13:36:49,4,604.56,placed
ORD00002470,CUST000169,PROD00054,2026-06-09 06:28:42,3,1357.68,placed
ORD00002471,CUST000088,PROD00004,2026-06-09 21:46:50,2,530.7,shipped
ORD00002472,CUST000398,PROD00036,2026-06-09 09:13:57,4,1799.84,placed
ORD00002473,CUST000064,PROD00008,2026-06-09 20:20:07,2,474.8,placed
ORD00002474,CUST000303,PROD00055,2026-06-09 07:10:16,5,1944.95,placed
ORD00002475,CUST000189,PROD00008,2026-06-09 08:24:05,4,949.6,shipped
ORD00002476,CUST000085,PROD00052,2026-06-09 05:00:15,2,973.86,shipped
ORD00002477,CUST000043,PROD00029,2026-06-09 18:35:36,4,376.52,placed
ORD00002478,CUST000464,PROD00060,2026-06-09 08:53:40,1,331.29,shipped
ORD00002479,CUST000142,PROD00044,2026-06-09 13:35:58,4,1998.76,delivered
ORD00002480,CUST000330,PROD00042,2026-06-09 11:30:53,1,346.71,placed
ORD00002481,CUST000247,PROD00045,2026-06-09 17:34:04,4,976.76,delivered
ORD00002482,CUST000289,PROD00006,2026-06-09 10:56:47,4,831.76,placed
ORD00002483,CUST000469,PROD00009,2026-06-09 07:42:25,3,517.77,placed
ORD00002484,CUST000164,PROD00014,2026-06-09 09:00:58,3,945.81,shipped
ORD00002485,CUST000357,PROD00005,2026-06-09 12:01:49,1,12.6,placed
ORD00002486,CUST000017,PROD00055,2026-06-09 05:07:24,5,1944.95,delivered
ORD00002487,CUST000236,PROD00011,2026-06-09 22:32:00,1,426.62,placed
ORD00002488,CUST000018,PROD00047,2026-06-09 13:51:17,2,579.06,shipped
ORD00002489,CUST000438,PROD00024,2026-06-09 23:26:04,4,111.08,placed
ORD00002490,CUST000214,PROD00012,2026-06-09 09:20:30,5,1694.05,placed
ORD00002491,CUST000296,PROD00007,2026-06-09 19:30:33,4,1940.52,placed
ORD00002492,CUST000424,PROD00051,2026-06-09 00:10:24,4,1377.88,delivered
ORD00002493,CUST000275,PROD00021,2026-06-09 00:36:12,3,956.13,placed
ORD00002494,CUST000389,PROD00018,2026-06-09 21:05:18,2,921.72,shipped
ORD00002495,CUST000140,PROD00018,2026-06-09 02:12:02,1,460.86,delivered
ORD00002496,CUST000035,PROD00002,2026-06-09 05:18:44,3,1306.5,delivered
ORD00002497,CUST000400,PROD00048,2026-06-09 17:15:20,5,755.7,placed
ORD00002498,CUST000099,PROD00023,2026-06-09 21:16:56,3,1045.59,placed
ORD00002499,CUST000472,PROD00001,2026-06-09 19:05:56,1,482.85,delivered
ORD00002500,CUST000259,PROD00035,2026-06-09 15:08:01,5,656.95,shipped
ORD00002501,CUST000481,PROD00040,2026-06-09 07:47:46,1,493.89,cancelled
ORD00002502,CUST000391,PROD00055,2026-06-09 08:56:07,5,1944.95,placed
ORD00002503,CUST000498,PROD00021,2026-06-09 19:14:53,2,637.42,placed
ORD00002504,CUST000258,PROD00057,2026-06-09 03:40:04,1,113.41,placed
ORD00002505,CUST000367,PROD00032,2026-06-09 06:52:07,1,124.21,placed
ORD00002506,CUST000190,PROD00026,2026-06-09 23:24:42,1,190.55,placed
ORD00002507,CUST000429,PROD00027,2026-06-09 05:52:31,3,377.64,placed
ORD00002508,CUST000155,PROD00054,2026-06-09 11:46:20,3,1357.68,placed
ORD00002509,CUST000084,PROD00001,2026-06-09 04:29:39,2,965.7,delivered
ORD00002510,CUST000175,PROD00046,2026-06-09 14:10:37,3,581.34,shipped
ORD00002511,CUST000357,PROD00011,2026-06-09 09:06:02,2,853.24,shipped
ORD00002512,CUST000003,PROD00032,2026-06-09 16:11:43,1,124.21,placed
ORD00002513,CUST000152,PROD00015,2026-06-09 14:00:52,3,739.59,placed
ORD00002514,CUST000032,PROD00059,2026-06-09 12:23:52,5,1895.05,delivered
ORD00002515,CUST000133,PROD00031,2026-06-09 01:50:37,1,194.36,placed
ORD00002516,CUST000408,PROD00051,2026-06-09 20:46:40,2,688.94,shipped
ORD00002517,CUST000040,PROD00004,2026-06-09 21:02:51,4,1061.4,refunded
