order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00003301,CUST000464,PROD00045,2026-06-12 20:32:55,4,976.76,shipped
ORD00003302,CUST000328,PROD00051,2026-06-12 11:41:51,1,344.47,placed
ORD00003303,CUST000034,PROD00009,2026-06-12 00:43:20,4,690.36,placed
ORD00003304,CUST000357,PROD00055,2026-06-12 10:53:35,4,1555.96,placed
ORD00003305,CUST000465,PROD00041,2026-06-12 10:59:42,5,1606.35,cancelled
ORD00003306,CUST000319,PROD00024,2026-06-12 16:05:10,5,138.85,placed
ORD00003307,CUST000165,PROD00024,2026-06-12 03:25:30,5,138.85,shipped
ORD00003308,CUST000213,PROD00034,2026-06-12 08:16:12,1,320.76,placed
ORD00003309,CUST000266,PROD00016,2026-06-12 07:38:06,4,91.08,placed
ORD00003310,CUST000267,PROD00045,2026-06-12 12:41:25,2,488.38,shipped
ORD00003311,CUST000158,PROD00007,2026-06-12 08:35:25,2,970.26,delivered
ORD00003312,CUST000134,PROD00021,2026-06-12 06:16:40,5,1593.55,placed
ORD00003313,CUST000416,PROD00024,2026-06-12 02:01:53,5,138.85,cancelled
ORD00003314,CUST000093,PROD00019,2026-06-12 11:37:25,3,1123.95,delivered
ORD00003315,CUST000040,PROD00059,2026-06-12 13:57:08,1,379.01,refunded
ORD00003316,CUST000416,PROD00045,2026-06-12 09:49:48,4,976.76,delivered
ORD00003317,CUST000171,PROD00007,2026-06-12 21:44:00,3,1455.39,placed
ORD00003318,CUST000421,PROD00027,2026-06-12 04:52:17,2,251.76,placed
ORD00003319,CUST000029,PROD00010,2026-06-12 03:37:39,2,403.5,placed
ORD00003320,CUST000325,PROD00058,2026-06-12 04:43:21,1,312.34,shipped
ORD00003321,CUST000039,PROD00003,2026-06-12 00:06:17,4,1693.16,delivered
ORD00003322,CUST000437,PROD00032,2026-06-12 08:27:43,4,496.84,delivered
ORD00003323,CUST000141,PROD00014,2026-06-12 10:11:18,2,630.54,shipped
ORD00003324,CUST000002,PROD00012,2026-06-12 07:34:30,4,1355.24,placed
ORD00003325,CUST000188,PROD00026,2026-06-12 02:41:17,3,571.65,shipped
ORD00003326,CUST000327,PROD00012,2026-06-12 19:55:33,5,1694.05,shipped
ORD00003327,CUST000254,PROD00003,2026-06-12 12:02:35,2,846.58,placed
ORD00003328,CUST000185,PROD00047,2026-06-12 09:47:36,1,289.53,shipped
ORD00003329,CUST000490,PROD00047,2026-06-12 12:46:46,2,579.06,delivered
ORD00003330,CUST000049,PROD00031,2026-06-12 23:39:07,2,388.72,placed
ORD00003331,CUST000196,PROD00060,2026-06-12 13:19:13,5,1656.45,placed
ORD00003332,CUST000374,PROD00048,2026-06-12 19:30:52,3,453.42,placed
ORD00003333,CUST000199,PROD00004,2026-06-12 08:56:59,2,530.7,placed
ORD00003334,CUST000336,PROD00031,2026-06-12 06:08:00,2,388.72,placed
ORD00003335,CUST000457,PROD00021,2026-06-12 08:38:04,3,956.13,placed
ORD00003336,CUST000208,PROD00058,2026-06-12 04:13:14,1,312.34,refunded
ORD00003337,CUST000314,PROD00002,2026-06-12 09:41:49,1,435.5,placed
ORD00003338,CUST000272,PROD00059,2026-06-12 04:55:21,5,1895.05,placed
ORD00003339,CUST000433,PROD00041,2026-06-12 07:08:52,2,642.54,placed
ORD00003340,CUST000260,PROD00032,2026-06-12 13:37:07,1,124.21,placed
ORD00003341,CUST000407,PROD00058,2026-06-12 07:58:16,2,624.68,placed
ORD00003342,CUST000487,PROD00023,2026-06-12 08:43:59,4,1394.12,shipped
ORD00003343,CUST000303,PROD00036,2026-06-12 19:08:39,1,449.96,delivered
ORD00003344,CUST000285,PROD00017,2026-06-12 22:18:04,2,242.42,shipped
ORD00003345,CUST000225,PROD00020,2026-06-12 14:10:58,5,2446.4,shipped
ORD00003346,CUST000022,PROD00003,2026-06-12 13:05:29,3,1269.87,placed
ORD00003347,CUST000492,PROD00014,2026-06-12 19:06:03,2,630.54,placed
ORD00003348,CUST000320,PROD00048,2026-06-12 14:47:02,2,302.28,shipped
ORD00003349,CUST000001,PROD00037,2026-06-12 00:21:56,3,1353.3,placed
ORD00003350,CUST000234,PROD00057,2026-06-12 00:57:17,3,340.23,placed
ORD00003351,CUST000414,PROD00021,2026-06-12 12:07:46,1,318.71,placed
ORD00003352,CUST000430,PROD00026,2026-06-12 11:46:07,3,571.65,shipped
ORD00003353,CUST000392,PROD00040,2026-06-12 23:30:10,1,493.89,placed
ORD00003354,CUST000274,PROD00060,2026-06-12 21:30:30,4,1325.16,placed
ORD00003355,CUST000405,PROD00048,2026-06-12 05:57:50,2,302.28,placed
ORD00003356,CUST000149,PROD00012,2026-06-12 09:10:37,1,338.81,placed
ORD00003357,CUST000032,PROD00026,2026-06-12 02:19:58,2,381.1,shipped
ORD00003358,CUST000445,PROD00003,2026-06-12 20:31:25,4,1693.16,placed
ORD00003359,CUST000434,PROD00007,2026-06-12 13:54:03,2,970.26,delivered
ORD00003360,CUST000175,PROD00038,2026-06-12 03:18:35,1,275.57,delivered
ORD00003361,CUST000368,PROD00010,2026-06-12 05:36:23,1,201.75,shipped
ORD00003362,CUST000056,PROD00009,2026-06-12 07:52:30,2,345.18,placed
ORD00003363,CUST000211,PROD00044,2026-06-12 09:48:52,1,499.69,placed
ORD00003364,CUST000395,PROD00009,2026-06-12 12:00:38,3,517.77,placed
ORD00003365,CUST000075,PROD00017,2026-06-12 05:41:13,5,606.05,placed
ORD00003366,CUST000123,PROD00002,2026-06-12 08:25:35,2,871.0,shipped
ORD00003367,CUST000397,PROD00045,2026-06-12 00:32:56,1,244.19,placed
ORD00003368,CUST000098,PROD00009,2026-06-12 19:09:59,4,690.36,cancelled
ORD00003369,CUST000088,PROD00035,2026-06-12 09:38:22,2,262.78,shipped
ORD00003370,CUST000171,PROD00004,2026-06-12 17:46:43,5,1326.75,shipped
ORD00003371,CUST000366,PROD00060,2026-06-12 12:13:14,2,662.58,placed
ORD00003372,CUST000083,PROD00039,2026-06-12 13:51:30,3,670.98,placed
ORD00003373,CUST000482,PROD00032,2026-06-12 06:41:30,4,496.84,shipped
