order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00003901,CUST000095,PROD00008,2026-06-14 06:17:54,1,237.4,placed
ORD00003902,CUST000400,PROD00029,2026-06-14 18:47:51,2,188.26,cancelled
ORD00003903,CUST000281,PROD00002,2026-06-14 09:04:51,4,1742.0,placed
ORD00003904,CUST000213,PROD00060,2026-06-14 20:43:14,3,993.87,cancelled
ORD00003905,CUST000022,PROD00025,2026-06-14 11:23:31,5,163.9,shipped
ORD00003906,CUST000318,PROD00001,2026-06-14 20:30:19,1,482.85,delivered
ORD00003907,CUST000340,PROD00041,2026-06-14 08:01:58,3,963.81,shipped
ORD00003908,CUST000365,PROD00016,2026-06-14 15:04:30,3,68.31,placed
ORD00003909,CUST000298,PROD00022,2026-06-14 06:16:05,1,54.75,placed
ORD00003910,CUST000040,PROD00056,2026-06-14 18:31:26,1,305.5,placed
ORD00003911,CUST000352,PROD00003,2026-06-14 01:27:34,1,423.29,shipped
ORD00003912,CUST000072,PROD00012,2026-06-14 02:00:16,2,677.62,placed
ORD00003913,CUST000068,PROD00048,2026-06-14 01:32:52,2,302.28,shipped
ORD00003914,CUST000121,PROD00037,2026-06-14 13:57:43,3,1353.3,refunded
ORD00003915,CUST000026,PROD00034,2026-06-14 19:14:10,5,1603.8,placed
ORD00003916,CUST000218,PROD00025,2026-06-14 16:16:27,1,32.78,placed
ORD00003917,CUST000435,PROD00001,2026-06-14 10:24:47,1,482.85,placed
ORD00003918,CUST000275,PROD00012,2026-06-14 16:57:31,3,1016.43,delivered
ORD00003919,CUST000460,PROD00037,2026-06-14 03:37:37,5,2255.5,delivered
ORD00003920,CUST000464,PROD00032,2026-06-14 20:40:13,2,248.42,placed
ORD00003921,CUST000201,PROD00027,2026-06-14 02:07:19,3,377.64,shipped
ORD00003922,CUST000264,PROD00034,2026-06-14 13:17:29,5,1603.8,placed
ORD00003923,CUST000220,PROD00050,2026-06-14 06:39:21,1,9.01,placed
ORD00003924,CUST000471,PROD00013,2026-06-14 15:27:48,1,193.1,placed
ORD00003925,CUST000425,PROD00023,2026-06-14 05:35:49,1,348.53,shipped
ORD00003926,CUST000461,PROD00056,2026-06-14 00:34:06,3,916.5,placed
ORD00003927,CUST000496,PROD00013,2026-06-14 16:51:28,2,386.2,delivered
ORD00003928,CUST000488,PROD00004,2026-06-14 05:37:28,3,796.05,delivered
ORD00003929,CUST000141,PROD00059,2026-06-14 15:33:48,1,379.01,shipped
ORD00003930,CUST000132,PROD00050,2026-06-14 15:42:07,3,27.03,delivered
ORD00003931,CUST000196,PROD00035,2026-06-14 13:47:42,4,525.56,placed
ORD00003932,CUST000396,PROD00041,2026-06-14 14:59:26,3,963.81,shipped
ORD00003933,CUST000481,PROD00008,2026-06-14 06:02:14,3,712.2,shipped
ORD00003934,CUST000157,PROD00001,2026-06-14 00:11:01,1,482.85,cancelled
ORD00003935,CUST000428,PROD00001,2026-06-14 07:42:31,1,482.85,delivered
ORD00003936,CUST000494,PROD00029,2026-06-14 06:58:02,3,282.39,placed
ORD00003937,CUST000139,PROD00032,2026-06-14 00:37:39,1,124.21,delivered
ORD00003938,CUST000124,PROD00033,2026-06-14 06:56:06,2,151.68,cancelled
ORD00003939,CUST000076,PROD00021,2026-06-14 08:07:11,5,1593.55,placed
ORD00003940,CUST000219,PROD00050,2026-06-14 23:22:54,2,18.02,shipped
ORD00003941,CUST000446,PROD00014,2026-06-14 09:46:42,2,630.54,placed
ORD00003942,CUST000060,PROD00022,2026-06-14 04:19:06,3,164.25,placed
ORD00003943,CUST000208,PROD00024,2026-06-14 19:37:28,4,111.08,refunded
ORD00003944,CUST000418,PROD00028,2026-06-14 01:32:24,1,285.13,shipped
ORD00003945,CUST000026,PROD00003,2026-06-14 12:47:51,1,423.29,shipped
ORD00003946,CUST000437,PROD00008,2026-06-14 13:52:46,5,1187.0,placed
ORD00003947,CUST000375,PROD00018,2026-06-14 22:09:02,4,1843.44,delivered
ORD00003948,CUST000320,PROD00014,2026-06-14 10:58:22,2,630.54,shipped
ORD00003949,CUST000296,PROD00006,2026-06-14 02:02:32,3,623.82,placed
ORD00003950,CUST000497,PROD00038,2026-06-14 08:12:09,4,1102.28,placed
