order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00002101,CUST000187,PROD00057,2026-06-08 01:10:41,1,113.41,shipped
ORD00002102,CUST000317,PROD00020,2026-06-08 09:19:05,5,2446.4,shipped
ORD00002103,CUST000066,PROD00028,2026-06-08 07:34:21,2,570.26,shipped
ORD00002104,CUST000007,PROD00014,2026-06-08 00:23:27,4,1261.08,refunded
ORD00002105,CUST000069,PROD00009,2026-06-08 11:43:56,2,345.18,placed
ORD00002106,CUST000382,PROD00042,2026-06-08 08:24:26,5,1733.55,placed
ORD00002107,CUST000464,PROD00013,2026-06-08 05:10:57,3,579.3,delivered
ORD00002108,CUST000328,PROD00018,2026-06-08 16:38:06,2,921.72,placed
ORD00002109,CUST000105,PROD00037,2026-06-08 15:49:42,1,451.1,delivered
ORD00002110,CUST000073,PROD00055,2026-06-08 01:05:49,5,1944.95,delivered
ORD00002111,CUST000058,PROD00056,2026-06-08 14:25:56,4,1222.0,placed
ORD00002112,CUST000217,PROD00054,2026-06-08 22:17:24,4,1810.24,placed
ORD00002113,CUST000286,PROD00031,2026-06-08 00:20:12,3,583.08,placed
ORD00002114,CUST000440,PROD00001,2026-06-08 13:36:36,3,1448.55,placed
ORD00002115,CUST000130,PROD00005,2026-06-08 14:10:57,1,12.6,placed
ORD00002116,CUST000201,PROD00017,2026-06-08 16:54:17,5,606.05,placed
ORD00002117,CUST000352,PROD00035,2026-06-08 10:33:50,3,394.17,delivered
ORD00002118,CUST000170,PROD00036,2026-06-08 03:38:07,1,449.96,placed
ORD00002119,CUST000336,PROD00007,2026-06-08 14:49:34,4,1940.52,placed
ORD00002120,CUST000298,PROD00027,2026-06-08 18:46:37,2,251.76,placed
ORD00002121,CUST000067,PROD00019,2026-06-08 04:19:59,1,374.65,placed
ORD00002122,CUST000163,PROD00053,2026-06-08 23:49:06,1,373.86,shipped
ORD00002123,CUST000413,PROD00027,2026-06-08 20:52:03,5,629.4,refunded
ORD00002124,CUST000213,PROD00007,2026-06-08 04:26:52,2,970.26,placed
ORD00002125,CUST000084,PROD00046,2026-06-08 13:33:41,3,581.34,placed
ORD00002126,CUST000126,PROD00045,2026-06-08 04:50:53,2,488.38,shipped
ORD00002127,CUST000283,PROD00060,2026-06-08 11:48:36,1,331.29,shipped
ORD00002128,CUST000281,PROD00013,2026-06-08 23:35:24,4,772.4,placed
ORD00002129,CUST000156,PROD00016,2026-06-08 09:52:02,3,68.31,shipped
ORD00002130,CUST000489,PROD00045,2026-06-08 18:05:35,3,732.57,refunded
ORD00002131,CUST000090,PROD00022,2026-06-08 21:41:34,2,109.5,placed
ORD00002132,CUST000396,PROD00007,2026-06-08 04:12:59,1,485.13,cancelled
ORD00002133,CUST000398,PROD00011,2026-06-08 11:37:36,3,1279.86,shipped
ORD00002134,CUST000223,PROD00054,2026-06-08 16:51:27,2,905.12,placed
ORD00002135,CUST000279,PROD00036,2026-06-08 06:27:01,5,2249.8,placed
ORD00002136,CUST000114,PROD00006,2026-06-08 10:03:43,4,831.76,shipped
ORD00002137,CUST000010,PROD00016,2026-06-08 09:16:27,1,22.77,cancelled
ORD00002138,CUST000184,PROD00052,2026-06-08 18:28:38,5,2434.65,placed
ORD00002139,CUST000389,PROD00038,2026-06-08 04:17:11,4,1102.28,delivered
ORD00002140,CUST000222,PROD00005,2026-06-08 04:46:42,3,37.8,placed
ORD00002141,CUST000458,PROD00015,2026-06-08 11:57:34,3,739.59,cancelled
ORD00002142,CUST000394,PROD00019,2026-06-08 21:42:32,3,1123.95,delivered
ORD00002143,CUST000024,PROD00021,2026-06-08 20:31:03,3,956.13,placed
ORD00002144,CUST000165,PROD00029,2026-06-08 21:49:48,4,376.52,shipped
ORD00002145,CUST000437,PROD00006,2026-06-08 06:51:29,1,207.94,delivered
ORD00002146,CUST000304,PROD00052,2026-06-08 08:08:14,5,2434.65,placed
ORD00002147,CUST000157,PROD00049,2026-06-08 17:01:47,3,992.46,placed
ORD00002148,CUST000074,PROD00029,2026-06-08 11:50:16,3,282.39,delivered
ORD00002149,CUST000350,PROD00007,2026-06-08 14:09:54,1,485.13,placed
ORD00002150,CUST000292,PROD00058,2026-06-08 19:19:07,3,937.02,shipped
ORD00002151,CUST000467,PROD00003,2026-06-08 12:41:35,1,423.29,shipped
ORD00002152,CUST000494,PROD00011,2026-06-08 04:14:01,2,853.24,delivered
ORD00002153,CUST000104,PROD00025,2026-06-08 21:40:02,5,163.9,delivered
ORD00002154,CUST000032,PROD00001,2026-06-08 07:07:38,5,2414.25,placed
ORD00002155,CUST000222,PROD00044,2026-06-08 04:43:46,1,499.69,shipped
ORD00002156,CUST000326,PROD00037,2026-06-08 21:21:41,5,2255.5,shipped
ORD00002157,CUST000117,PROD00001,2026-06-08 10:13:20,4,1931.4,placed
ORD00002158,CUST000055,PROD00048,2026-06-08 08:58:18,1,151.14,shipped
ORD00002159,CUST000293,PROD00039,2026-06-08 21:01:09,4,894.64,delivered
ORD00002160,CUST000433,PROD00039,2026-06-08 16:59:10,2,447.32,placed
ORD00002161,CUST000465,PROD00060,2026-06-08 14:20:35,3,993.87,cancelled
ORD00002162,CUST000468,PROD00051,2026-06-08 07:41:28,2,688.94,shipped
ORD00002163,CUST000249,PROD00048,2026-06-08 18:53:52,5,755.7,shipped
ORD00002164,CUST000452,PROD00054,2026-06-08 18:41:27,2,905.12,placed
ORD00002165,CUST000330,PROD00036,2026-06-08 18:38:42,5,2249.8,placed
ORD00002166,CUST000334,PROD00007,2026-06-08 09:24:03,5,2425.65,delivered
ORD00002167,CUST000497,PROD00037,2026-06-08 14:24:54,4,1804.4,shipped
ORD00002168,CUST000027,PROD00046,2026-06-08 00:18:41,5,968.9,shipped
ORD00002169,CUST000241,PROD00016,2026-06-08 21:23:09,4,91.08,placed
ORD00002170,CUST000299,PROD00040,2026-06-08 10:04:26,3,1481.67,placed
ORD00002171,CUST000351,PROD00058,2026-06-08 11:16:33,3,937.02,placed
ORD00002172,CUST000436,PROD00003,2026-06-08 14:40:20,4,1693.16,shipped
ORD00002173,CUST000425,PROD00011,2026-06-08 04:55:52,4,1706.48,placed
ORD00002174,CUST000395,PROD00060,2026-06-08 10:22:10,3,993.87,shipped
ORD00002175,CUST000153,PROD00050,2026-06-08 12:54:45,4,36.04,refunded
ORD00002176,CUST000056,PROD00045,2026-06-08 01:07:42,4,976.76,cancelled
ORD00002177,CUST000376,PROD00017,2026-06-08 12:24:40,2,242.42,shipped
ORD00002178,CUST000471,PROD00033,2026-06-08 22:15:14,2,151.68,shipped
ORD00002179,CUST000489,PROD00041,2026-06-08 01:58:22,5,1606.35,placed
ORD00002180,CUST000311,PROD00046,2026-06-08 15:37:35,5,968.9,placed
ORD00002181,CUST000438,PROD00021,2026-06-08 18:28:23,4,1274.84,delivered
ORD00002182,CUST000473,PROD00044,2026-06-08 12:00:36,4,1998.76,placed
ORD00002183,CUST000409,PROD00036,2026-06-08 13:46:39,1,449.96,placed
ORD00002184,CUST000159,PROD00053,2026-06-08 11:09:44,2,747.72,shipped
ORD00002185,CUST000251,PROD00054,2026-06-08 02:04:03,2,905.12,refunded
ORD00002186,CUST000334,PROD00043,2026-06-08 16:57:55,1,423.43,placed
ORD00002187,CUST000199,PROD00007,2026-06-08 11:30:58,2,970.26,shipped
ORD00002188,CUST000329,PROD00041,2026-06-08 17:54:38,1,321.27,shipped
ORD00002189,CUST000112,PROD00025,2026-06-08 05:42:21,5,163.9,placed
ORD00002190,CUST000102,PROD00046,2026-06-08 11:42:25,5,968.9,placed
ORD00002191,CUST000121,PROD00058,2026-06-08 14:53:02,2,624.68,shipped
ORD00002192,CUST000310,PROD00022,2026-06-08 20:10:56,2,109.5,placed
ORD00002193,CUST000393,PROD00003,2026-06-08 08:09:47,2,846.58,placed
ORD00002194,CUST000493,PROD00009,2026-06-08 11:28:15,4,690.36,placed
ORD00002195,CUST000235,PROD00016,2026-06-08 12:03:06,3,68.31,delivered
ORD00002196,CUST000146,PROD00040,2026-06-08 05:40:30,4,1975.56,placed
ORD00002197,CUST000354,PROD00004,2026-06-08 05:05:04,2,530.7,cancelled
ORD00002198,CUST000126,PROD00018,2026-06-08 17:44:31,4,1843.44,placed
ORD00002199,CUST000218,PROD00051,2026-06-08 12:00:19,5,1722.35,delivered
ORD00002200,CUST000300,PROD00016,2026-06-08 11:25:51,3,68.31,placed
ORD00002201,CUST000356,PROD00029,2026-06-08 05:25:03,1,94.13,placed
ORD00002202,CUST000211,PROD00008,2026-06-08 09:09:21,4,949.6,placed
ORD00002203,CUST000215,PROD00020,2026-06-08 13:07:25,3,1467.84,shipped
ORD00002204,CUST000410,PROD00031,2026-06-08 04:02:49,4,777.44,delivered
ORD00002205,CUST000056,PROD00036,2026-06-08 09:04:33,5,2249.8,cancelled
ORD00002206,CUST000306,PROD00006,2026-06-08 17:23:21,2,415.88,shipped
ORD00002207,CUST000387,PROD00051,2026-06-08 15:14:10,1,344.47,placed
ORD00002208,CUST000225,PROD00048,2026-06-08 03:45:48,4,604.56,cancelled
ORD00002209,CUST000087,PROD00056,2026-06-08 19:41:52,2,611.0,shipped
ORD00002210,CUST000336,PROD00046,2026-06-08 13:16:39,1,193.78,placed
ORD00002211,CUST000146,PROD00027,2026-06-08 12:50:29,5,629.4,placed
ORD00002212,CUST000003,PROD00060,2026-06-08 13:30:24,3,993.87,placed
ORD00002213,CUST000416,PROD00022,2026-06-08 12:07:22,5,273.75,placed
ORD00002214,CUST000497,PROD00027,2026-06-08 12:07:04,2,251.76,placed
ORD00002215,CUST000256,PROD00032,2026-06-08 19:37:19,4,496.84,shipped
ORD00002216,CUST000345,PROD00020,2026-06-08 08:27:00,2,978.56,shipped
ORD00002217,CUST000250,PROD00027,2026-06-08 20:59:30,2,251.76,shipped
ORD00002218,CUST000032,PROD00017,2026-06-08 01:17:15,4,484.84,placed
ORD00002219,CUST000092,PROD00045,2026-06-08 14:34:29,2,488.38,shipped
ORD00002220,CUST000370,PROD00043,2026-06-08 15:26:26,2,846.86,delivered
ORD00002221,CUST000289,PROD00002,2026-06-08 06:41:25,2,871.0,placed
ORD00002222,CUST000289,PROD00029,2026-06-08 12:16:32,3,282.39,shipped
ORD00002223,CUST000206,PROD00007,2026-06-08 22:02:43,4,1940.52,placed
ORD00002224,CUST000330,PROD00059,2026-06-08 00:51:53,4,1516.04,cancelled
ORD00002225,CUST000035,PROD00022,2026-06-08 06:17:08,1,54.75,placed
ORD00002226,CUST000107,PROD00038,2026-06-08 09:12:21,2,551.14,placed
ORD00002227,CUST000017,PROD00030,2026-06-08 21:48:49,4,176.36,placed
ORD00002228,CUST000084,PROD00059,2026-06-08 13:55:20,1,379.01,placed
ORD00002229,CUST000038,PROD00036,2026-06-08 08:39:11,2,899.92,delivered
ORD00002230,CUST000419,PROD00015,2026-06-08 23:07:36,5,1232.65,delivered
ORD00002231,CUST000038,PROD00048,2026-06-08 05:44:10,5,755.7,shipped
ORD00002232,CUST000194,PROD00051,2026-06-08 05:20:29,5,1722.35,placed
ORD00002233,CUST000436,PROD00022,2026-06-08 00:54:22,2,109.5,placed
ORD00002234,CUST000082,PROD00012,2026-06-08 01:32:01,4,1355.24,delivered
ORD00002235,CUST000460,PROD00036,2026-06-08 05:17:27,2,899.92,shipped
ORD00002236,CUST000335,PROD00030,2026-06-08 10:11:04,4,176.36,placed
ORD00002237,CUST000400,PROD00004,2026-06-08 10:24:56,3,796.05,shipped
ORD00002238,CUST000166,PROD00032,2026-06-08 19:29:42,5,621.05,delivered
ORD00002239,CUST000405,PROD00011,2026-06-08 05:17:23,5,2133.1,placed
ORD00002240,CUST000100,PROD00010,2026-06-08 18:52:47,2,403.5,delivered
ORD00002241,CUST000383,PROD00048,2026-06-08 02:52:54,1,151.14,refunded
ORD00002242,CUST000086,PROD00027,2026-06-08 20:08:56,5,629.4,placed
ORD00002243,CUST000150,PROD00017,2026-06-08 15:15:30,4,484.84,placed
