order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00000301,CUST000073,PROD00045,2026-06-02 13:42:42,1,244.19,shipped
ORD00000302,CUST000340,PROD00034,2026-06-02 09:18:03,1,320.76,placed
ORD00000303,CUST000146,PROD00013,2026-06-02 09:52:37,5,965.5,placed
ORD00000304,CUST000336,PROD00001,2026-06-02 14:09:00,1,482.85,shipped
ORD00000305,CUST000340,PROD00055,2026-06-02 03:55:41,3,1166.97,placed
ORD00000306,CUST000445,PROD00057,2026-06-02 08:24:59,4,453.64,refunded
ORD00000307,CUST000261,PROD00046,2026-06-02 11:29:07,1,193.78,placed
ORD00000308,CUST000306,PROD00035,2026-06-02 06:47:14,1,131.39,placed
ORD00000309,CUST000495,PROD00030,2026-06-02 00:46:56,5,220.45,placed
ORD00000310,CUST000473,PROD00034,2026-06-02 12:08:41,3,962.28,placed
ORD00000311,CUST000382,PROD00011,2026-06-02 12:37:33,1,426.62,shipped
ORD00000312,CUST000182,PROD00041,2026-06-02 08:35:59,3,963.81,refunded
ORD00000313,CUST000257,PROD00018,2026-06-02 22:47:03,1,460.86,placed
ORD00000314,CUST000199,PROD00057,2026-06-02 20:12:17,1,113.41,cancelled
ORD00000315,CUST000116,PROD00010,2026-06-02 14:18:11,3,605.25,shipped
ORD00000316,CUST000045,PROD00047,2026-06-02 18:57:31,4,1158.12,cancelled
ORD00000317,CUST000314,PROD00056,2026-06-02 15:11:40,2,611.0,placed
ORD00000318,CUST000079,PROD00028,2026-06-02 22:02:26,3,855.39,placed
ORD00000319,CUST000278,PROD00009,2026-06-02 23:45:20,2,345.18,placed
ORD00000320,CUST000278,PROD00044,2026-06-02 05:01:42,2,999.38,placed
ORD00000321,CUST000362,PROD00058,2026-06-02 04:55:27,5,1561.7,placed
ORD00000322,CUST000466,PROD00050,2026-06-02 23:53:33,2,18.02,cancelled
ORD00000323,CUST000470,PROD00011,2026-06-02 02:28:08,3,1279.86,shipped
ORD00000324,CUST000486,PROD00047,2026-06-02 06:42:14,1,289.53,placed
ORD00000325,CUST000451,PROD00010,2026-06-02 11:36:11,1,201.75,delivered
ORD00000326,CUST000212,PROD00027,2026-06-02 16:07:45,3,377.64,shipped
ORD00000327,CUST000421,PROD00058,2026-06-02 05:31:57,3,937.02,delivered
ORD00000328,CUST000055,PROD00009,2026-06-02 00:57:13,2,345.18,delivered
ORD00000329,CUST000314,PROD00040,2026-06-02 22:02:57,3,1481.67,shipped
ORD00000330,CUST000119,PROD00039,2026-06-02 08:24:26,2,447.32,shipped
ORD00000331,CUST000184,PROD00006,2026-06-02 04:52:55,4,831.76,shipped
ORD00000332,CUST000310,PROD00031,2026-06-02 06:41:54,3,583.08,delivered
ORD00000333,CUST000252,PROD00031,2026-06-02 05:57:47,2,388.72,placed
ORD00000334,CUST000017,PROD00027,2026-06-02 09:49:30,1,125.88,cancelled
ORD00000335,CUST000114,PROD00048,2026-06-02 07:26:52,2,302.28,placed
ORD00000336,CUST000475,PROD00029,2026-06-02 17:50:17,5,470.65,shipped
ORD00000337,CUST000444,PROD00030,2026-06-02 15:34:00,2,88.18,placed
ORD00000338,CUST000022,PROD00039,2026-06-02 11:23:32,4,894.64,placed
ORD00000339,CUST000481,PROD00048,2026-06-02 21:37:11,5,755.7,shipped
ORD00000340,CUST000329,PROD00057,2026-06-02 18:57:22,1,113.41,placed
ORD00000341,CUST000234,PROD00053,2026-06-02 08:56:47,1,373.86,shipped
ORD00000342,CUST000203,PROD00048,2026-06-02 20:18:18,1,151.14,placed
ORD00000343,CUST000392,PROD00041,2026-06-02 06:54:44,1,321.27,placed
ORD00000344,CUST000204,PROD00057,2026-06-02 10:24:35,3,340.23,placed
ORD00000345,CUST000217,PROD00019,2026-06-02 01:59:09,5,1873.25,shipped
ORD00000346,CUST000463,PROD00010,2026-06-02 23:31:25,4,807.0,placed
ORD00000347,CUST000370,PROD00033,2026-06-02 06:32:42,1,75.84,delivered
ORD00000348,CUST000481,PROD00058,2026-06-02 04:55:34,5,1561.7,placed
ORD00000349,CUST000166,PROD00029,2026-06-02 06:30:45,1,94.13,placed
ORD00000350,CUST000460,PROD00046,2026-06-02 16:33:16,2,387.56,placed
ORD00000351,CUST000166,PROD00045,2026-06-02 04:29:53,2,488.38,placed
ORD00000352,CUST000362,PROD00029,2026-06-02 03:06:21,3,282.39,shipped
ORD00000353,CUST000197,PROD00047,2026-06-02 22:17:05,5,1447.65,cancelled
ORD00000354,CUST000194,PROD00036,2026-06-02 01:35:54,4,1799.84,delivered
ORD00000355,CUST000468,PROD00022,2026-06-02 05:27:52,5,273.75,placed
ORD00000356,CUST000075,PROD00012,2026-06-02 15:16:35,1,338.81,placed
ORD00000357,CUST000374,PROD00050,2026-06-02 10:30:51,4,36.04,shipped
ORD00000358,CUST000061,PROD00058,2026-06-02 07:23:08,2,624.68,placed
ORD00000359,CUST000392,PROD00017,2026-06-02 16:41:55,1,121.21,placed
ORD00000360,CUST000256,PROD00035,2026-06-02 22:08:09,1,131.39,delivered
ORD00000361,CUST000122,PROD00014,2026-06-02 17:19:12,5,1576.35,placed
ORD00000362,CUST000227,PROD00006,2026-06-02 21:50:56,5,1039.7,placed
ORD00000363,CUST000452,PROD00036,2026-06-02 22:33:53,3,1349.88,shipped
ORD00000364,CUST000420,PROD00053,2026-06-02 01:46:51,2,747.72,placed
ORD00000365,CUST000029,PROD00042,2026-06-02 01:20:13,3,1040.13,placed
ORD00000366,CUST000017,PROD00043,2026-06-02 21:57:53,5,2117.15,placed
ORD00000367,CUST000472,PROD00006,2026-06-02 03:57:52,1,207.94,placed
ORD00000368,CUST000092,PROD00011,2026-06-02 22:14:56,3,1279.86,shipped
ORD00000369,CUST000359,PROD00039,2026-06-02 20:28:05,5,1118.3,placed
ORD00000370,CUST000234,PROD00048,2026-06-02 13:06:50,5,755.7,cancelled
ORD00000371,CUST000048,PROD00050,2026-06-02 11:45:12,3,27.03,placed
ORD00000372,CUST000195,PROD00053,2026-06-02 15:33:30,1,373.86,delivered
ORD00000373,CUST000034,PROD00019,2026-06-02 04:53:55,4,1498.6,placed
