order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00003001,CUST000487,PROD00041,2026-06-11 05:29:57,5,1606.35,placed
ORD00003002,CUST000082,PROD00029,2026-06-11 13:14:10,2,188.26,shipped
ORD00003003,CUST000274,PROD00015,2026-06-11 15:23:40,2,493.06,cancelled
ORD00003004,CUST000238,PROD00059,2026-06-11 01:58:48,3,1137.03,delivered
ORD00003005,CUST000348,PROD00037,2026-06-11 06:12:37,1,451.1,shipped
ORD00003006,CUST000024,PROD00023,2026-06-11 21:15:45,5,1742.65,delivered
ORD00003007,CUST000414,PROD00019,2026-06-11 22:51:59,4,1498.6,delivered
ORD00003008,CUST000201,PROD00038,2026-06-11 19:38:33,5,1377.85,placed
ORD00003009,CUST000091,PROD00043,2026-06-11 12:27:38,2,846.86,delivered
ORD00003010,CUST000409,PROD00009,2026-06-11 19:22:25,1,172.59,placed
ORD00003011,CUST000050,PROD00048,2026-06-11 20:21:55,1,151.14,shipped
ORD00003012,CUST000077,PROD00023,2026-06-11 23:57:48,4,1394.12,placed
ORD00003013,CUST000036,PROD00055,2026-06-11 23:37:36,4,1555.96,placed
ORD00003014,CUST000025,PROD00048,2026-06-11 08:46:22,4,604.56,placed
ORD00003015,CUST000116,PROD00058,2026-06-11 12:16:17,3,937.02,shipped
ORD00003016,CUST000454,PROD00057,2026-06-11 03:50:42,5,567.05,placed
ORD00003017,CUST000201,PROD00029,2026-06-11 02:47:57,4,376.52,placed
ORD00003018,CUST000212,PROD00010,2026-06-11 14:46:38,5,1008.75,delivered
ORD00003019,CUST000496,PROD00023,2026-06-11 14:26:18,5,1742.65,cancelled
ORD00003020,CUST000383,PROD00013,2026-06-11 01:58:43,4,772.4,placed
ORD00003021,CUST000185,PROD00016,2026-06-11 18:41:36,4,91.08,placed
ORD00003022,CUST000475,PROD00010,2026-06-11 22:31:51,1,201.75,placed
ORD00003023,CUST000168,PROD00056,2026-06-11 13:05:31,3,916.5,placed
ORD00003024,CUST000282,PROD00059,2026-06-11 14:05:52,1,379.01,shipped
ORD00003025,CUST000010,PROD00040,2026-06-11 20:21:28,4,1975.56,delivered
ORD00003026,CUST000238,PROD00053,2026-06-11 23:38:43,2,747.72,delivered
ORD00003027,CUST000255,PROD00059,2026-06-11 19:30:30,1,379.01,cancelled
ORD00003028,CUST000326,PROD00057,2026-06-11 04:16:09,3,340.23,delivered
ORD00003029,CUST000027,PROD00041,2026-06-11 15:54:40,1,321.27,placed
ORD00003030,CUST000277,PROD00019,2026-06-11 10:27:23,5,1873.25,refunded
ORD00003031,CUST000496,PROD00016,2026-06-11 08:25:35,5,113.85,cancelled
ORD00003032,CUST000388,PROD00001,2026-06-11 15:40:38,3,1448.55,placed
ORD00003033,CUST000360,PROD00052,2026-06-11 23:40:10,3,1460.79,shipped
ORD00003034,CUST000001,PROD00046,2026-06-11 22:10:51,5,968.9,shipped
ORD00003035,CUST000488,PROD00041,2026-06-11 01:23:20,4,1285.08,placed
ORD00003036,CUST000290,PROD00056,2026-06-11 17:07:24,2,611.0,placed
ORD00003037,CUST000408,PROD00001,2026-06-11 10:17:27,3,1448.55,placed
ORD00003038,CUST000313,PROD00004,2026-06-11 20:11:12,3,796.05,delivered
ORD00003039,CUST000030,PROD00017,2026-06-11 00:32:14,4,484.84,placed
ORD00003040,CUST000336,PROD00034,2026-06-11 00:51:33,5,1603.8,placed
ORD00003041,CUST000234,PROD00028,2026-06-11 13:24:37,3,855.39,placed
ORD00003042,CUST000097,PROD00001,2026-06-11 11:40:27,1,482.85,cancelled
ORD00003043,CUST000408,PROD00004,2026-06-11 22:41:21,1,265.35,shipped
ORD00003044,CUST000487,PROD00021,2026-06-11 11:57:24,4,1274.84,placed
ORD00003045,CUST000108,PROD00058,2026-06-11 18:29:37,5,1561.7,delivered
ORD00003046,CUST000278,PROD00019,2026-06-11 17:38:52,2,749.3,placed
