order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD00000901,CUST000469,PROD00054,2026-06-04 06:26:47,3,1357.68,refunded
ORD00000902,CUST000424,PROD00015,2026-06-04 14:38:05,3,739.59,placed
ORD00000903,CUST000073,PROD00039,2026-06-04 22:38:15,2,447.32,shipped
ORD00000904,CUST000452,PROD00060,2026-06-04 20:46:21,4,1325.16,shipped
ORD00000905,CUST000462,PROD00041,2026-06-04 07:27:33,3,963.81,cancelled
ORD00000906,CUST000335,PROD00048,2026-06-04 14:53:55,3,453.42,shipped
ORD00000907,CUST000213,PROD00053,2026-06-04 13:43:51,4,1495.44,placed
ORD00000908,CUST000462,PROD00013,2026-06-04 09:13:36,4,772.4,shipped
ORD00000909,CUST000321,PROD00045,2026-06-04 01:31:18,4,976.76,shipped
ORD00000910,CUST000230,PROD00009,2026-06-04 02:34:03,2,345.18,shipped
ORD00000911,CUST000060,PROD00011,2026-06-04 02:25:16,4,1706.48,placed
ORD00000912,CUST000168,PROD00011,2026-06-04 14:29:53,3,1279.86,placed
ORD00000913,CUST000147,PROD00019,2026-06-04 09:31:15,5,1873.25,placed
ORD00000914,CUST000062,PROD00026,2026-06-04 03:08:58,2,381.1,shipped
ORD00000915,CUST000255,PROD00013,2026-06-04 18:52:04,2,386.2,refunded
ORD00000916,CUST000241,PROD00031,2026-06-04 04:03:22,1,194.36,placed
ORD00000917,CUST000427,PROD00025,2026-06-04 03:02:38,2,65.56,delivered
ORD00000918,CUST000413,PROD00005,2026-06-04 15:52:20,2,25.2,shipped
ORD00000919,CUST000225,PROD00048,2026-06-04 16:05:36,2,302.28,shipped
ORD00000920,CUST000022,PROD00043,2026-06-04 06:52:48,5,2117.15,delivered
ORD00000921,CUST000372,PROD00021,2026-06-04 20:42:33,1,318.71,placed
ORD00000922,CUST000079,PROD00022,2026-06-04 06:23:26,3,164.25,placed
ORD00000923,CUST000103,PROD00058,2026-06-04 14:14:50,1,312.34,placed
ORD00000924,CUST000485,PROD00019,2026-06-04 02:19:02,5,1873.25,placed
ORD00000925,CUST000322,PROD00013,2026-06-04 23:57:26,3,579.3,shipped
ORD00000926,CUST000013,PROD00056,2026-06-04 02:31:34,4,1222.0,delivered
ORD00000927,CUST000309,PROD00034,2026-06-04 20:16:27,3,962.28,placed
ORD00000928,CUST000281,PROD00021,2026-06-04 04:03:16,1,318.71,shipped
ORD00000929,CUST000210,PROD00034,2026-06-04 00:38:08,5,1603.8,shipped
ORD00000930,CUST000087,PROD00047,2026-06-04 13:29:05,3,868.59,placed
ORD00000931,CUST000462,PROD00007,2026-06-04 00:12:53,2,970.26,placed
ORD00000932,CUST000289,PROD00004,2026-06-04 20:38:31,4,1061.4,placed
ORD00000933,CUST000115,PROD00049,2026-06-04 20:31:17,1,330.82,shipped
ORD00000934,CUST000011,PROD00042,2026-06-04 20:48:26,4,1386.84,shipped
ORD00000935,CUST000145,PROD00044,2026-06-04 14:04:54,5,2498.45,placed
ORD00000936,CUST000384,PROD00016,2026-06-04 22:18:15,4,91.08,placed
ORD00000937,CUST000326,PROD00030,2026-06-04 05:34:32,4,176.36,placed
ORD00000938,CUST000451,PROD00024,2026-06-04 05:15:27,2,55.54,placed
ORD00000939,CUST000375,PROD00012,2026-06-04 09:21:53,4,1355.24,delivered
ORD00000940,CUST000189,PROD00048,2026-06-04 15:43:08,1,151.14,delivered
ORD00000941,CUST000074,PROD00003,2026-06-04 14:56:28,4,1693.16,shipped
ORD00000942,CUST000278,PROD00055,2026-06-04 14:38:41,2,777.98,placed
ORD00000943,CUST000321,PROD00023,2026-06-04 14:46:28,2,697.06,placed
ORD00000944,CUST000214,PROD00030,2026-06-04 16:09:41,4,176.36,cancelled
ORD00000945,CUST000238,PROD00024,2026-06-04 11:52:10,3,83.31,shipped
ORD00000946,CUST000069,PROD00047,2026-06-04 07:29:49,5,1447.65,placed
ORD00000947,CUST000365,PROD00013,2026-06-04 07:05:06,5,965.5,cancelled
ORD00000948,CUST000374,PROD00043,2026-06-04 13:13:53,5,2117.15,cancelled
