order_id,customer_id,product_id,order_ts,quantity,order_total,status
ORD000001,CUST000002,PROD00002,2026-06-01 12:00:00,2,99.98,completed
ORD000002,CUST000003,PROD00003,2026-06-01 12:00:00,3,149.97,completed
ORD000003,CUST000004,PROD00004,2026-06-01 12:00:00,4,199.96,completed
ORD000004,CUST000005,PROD00005,2026-06-01 12:00:00,5,249.95,completed
ORD000005,CUST000006,PROD00006,2026-06-01 12:00:00,1,49.99,completed
ORD000006,CUST000007,PROD00007,2026-06-01 12:00:00,2,99.98,completed
ORD000007,CUST000008,PROD00008,2026-06-01 12:00:00,3,149.97,completed
ORD000008,CUST000009,PROD00009,2026-06-01 12:00:00,4,199.96,completed
ORD000009,CUST000010,PROD00010,2026-06-01 12:00:00,5,249.95,completed
ORD000010,CUST000011,PROD00011,2026-06-01 12:00:00,1,49.99,completed
ORD000011,CUST000012,PROD00012,2026-06-01 12:00:00,2,99.98,completed
ORD000012,CUST000013,PROD00013,2026-06-01 12:00:00,3,149.97,completed
ORD000013,CUST000014,PROD00014,2026-06-01 12:00:00,4,199.96,completed
ORD000014,CUST000015,PROD00015,2026-06-01 12:00:00,5,249.95,completed
ORD000015,CUST000016,PROD00016,2026-06-01 12:00:00,1,49.99,completed
ORD000016,CUST000017,PROD00017,2026-06-01 12:00:00,2,99.98,completed
ORD000017,CUST000018,PROD00018,2026-06-01 12:00:00,3,149.97,completed
ORD000018,CUST000019,PROD00019,2026-06-01 12:00:00,4,199.96,completed
ORD000019,CUST000020,PROD00020,2026-06-01 12:00:00,5,249.95,completed
ORD000020,CUST000021,PROD00021,2026-06-01 12:00:00,1,49.99,completed
ORD000021,CUST000022,PROD00022,2026-06-01 12:00:00,2,99.98,completed
ORD000022,CUST000023,PROD00023,2026-06-01 12:00:00,3,149.97,completed
ORD000023,CUST000024,PROD00024,2026-06-01 12:00:00,4,199.96,completed
ORD000024,CUST000025,PROD00025,2026-06-01 12:00:00,5,249.95,completed
ORD000025,CUST000026,PROD00026,2026-06-01 12:00:00,1,49.99,completed
ORD000026,CUST000027,PROD00027,2026-06-01 12:00:00,2,99.98,completed
ORD000027,CUST000028,PROD00028,2026-06-01 12:00:00,3,149.97,completed
ORD000028,CUST000029,PROD00029,2026-06-01 12:00:00,4,199.96,completed
ORD000029,CUST000030,PROD00030,2026-06-01 12:00:00,5,249.95,completed
ORD000030,CUST000031,PROD00031,2026-06-01 12:00:00,1,49.99,completed
ORD000031,CUST000032,PROD00032,2026-06-01 12:00:00,2,99.98,completed
ORD000032,CUST000033,PROD00033,2026-06-01 12:00:00,3,149.97,completed
ORD000033,CUST000034,PROD00034,2026-06-01 12:00:00,4,199.96,completed
ORD000034,CUST000035,PROD00035,2026-06-01 12:00:00,5,249.95,completed
ORD000035,CUST000036,PROD00036,2026-06-01 12:00:00,1,49.99,completed
ORD000036,CUST000037,PROD00037,2026-06-01 12:00:00,2,99.98,completed
ORD000037,CUST000038,PROD00038,2026-06-01 12:00:00,3,149.97,completed
ORD000038,CUST000039,PROD00039,2026-06-01 12:00:00,4,199.96,completed
ORD000039,CUST000040,PROD00040,2026-06-01 12:00:00,5,249.95,completed
ORD000040,CUST000041,PROD00041,2026-06-01 12:00:00,1,49.99,completed
ORD000041,CUST000042,PROD00042,2026-06-01 12:00:00,2,99.98,completed
ORD000042,CUST000043,PROD00043,2026-06-01 12:00:00,3,149.97,completed
ORD000043,CUST000044,PROD00044,2026-06-01 12:00:00,4,199.96,completed
ORD000044,CUST000045,PROD00045,2026-06-01 12:00:00,5,249.95,completed
ORD000045,CUST000046,PROD00046,2026-06-01 12:00:00,1,49.99,completed
ORD000046,CUST000047,PROD00047,2026-06-01 12:00:00,2,99.98,completed
ORD000047,CUST000048,PROD00048,2026-06-01 12:00:00,3,149.97,completed
ORD000048,CUST000049,PROD00049,2026-06-01 12:00:00,4,199.96,completed
ORD000049,CUST000050,PROD00050,2026-06-01 12:00:00,5,249.95,completed
ORD000050,CUST000051,PROD00051,2026-06-01 12:00:00,1,49.99,completed
ORD000051,CUST000052,PROD00052,2026-06-01 12:00:00,2,99.98,completed
ORD000052,CUST000053,PROD00053,2026-06-01 12:00:00,3,149.97,completed
ORD000053,CUST000054,PROD00054,2026-06-01 12:00:00,4,199.96,completed
ORD000054,CUST000055,PROD00055,2026-06-01 12:00:00,5,249.95,completed
ORD000055,CUST000056,PROD00056,2026-06-01 12:00:00,1,49.99,completed
ORD000056,CUST000057,PROD00057,2026-06-01 12:00:00,2,99.98,completed
ORD000057,CUST000058,PROD00058,2026-06-01 12:00:00,3,149.97,completed
ORD000058,CUST000059,PROD00059,2026-06-01 12:00:00,4,199.96,completed
ORD000059,CUST000060,PROD00060,2026-06-01 12:00:00,5,249.95,completed
ORD000060,CUST000061,PROD00001,2026-06-01 12:00:00,1,49.99,completed
ORD000061,CUST000062,PROD00002,2026-06-01 12:00:00,2,99.98,completed
ORD000062,CUST000063,PROD00003,2026-06-01 12:00:00,3,149.97,completed
ORD000063,CUST000064,PROD00004,2026-06-01 12:00:00,4,199.96,completed
